Series_Title,IMDB_Rating,Genre,Runtime,Certificate,Released_Year,Rank,Lifetime Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Les yeux sans visage,7.7,"Drama, Horror",90.0,,1960,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Invasion of the Body Snatchers,7.7,"Drama, Horror, Sci-Fi",80.0,Approved,1956,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Rebel Without a Cause,7.7,Drama,111.0,PG-13,1955,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ladykillers,7.7,"Comedy, Crime",91.0,,1955,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabrina,7.7,"Comedy, Drama, Romance",113.0,Passed,1954,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Quiet Man,7.7,"Comedy, Drama, Romance",129.0,Passed,1952,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Day the Earth Stood Still,7.7,"Drama, Sci-Fi",92.0,U,1951,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The African Queen,7.7,"Adventure, Drama, Romance",105.0,PG,1951,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gilda,7.7,"Drama, Film-Noir, Romance",110.0,Approved,1946,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fantasia,7.7,"Animation, Family, Fantasy",125.0,G,1940,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Invisible Man,7.7,"Horror, Sci-Fi",71.0,TV-PG,1933,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dark Waters,7.6,"Biography, Drama, History",126.0,PG-13,2019,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Searching,7.6,"Drama, Mystery, Thriller",102.0,U/A,2018,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Once Upon a Time... in Hollywood,7.6,"Comedy, Drama",161.0,A,2019,386.0,392105159.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelyubov,7.6,Drama,127.0,R,2017,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Florida Project,7.6,Drama,111.0,A,2017,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Mercy,7.6,"Biography, Crime, Drama",137.0,A,2019,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gifted,7.6,Drama,101.0,PG-13,2017,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Peanut Butter Falcon,7.6,"Adventure, Comedy, Drama",97.0,PG-13,2019,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,7.6,"Crime, Drama, Romance",138.0,,2015,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mustang,7.6,Drama,97.0,PG-13,2015,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy Vol. 2,7.6,"Action, Adventure, Comedy",136.0,UA,2017,89.0,863756903.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Driver,7.6,"Action, Crime, Drama",113.0,UA,2017,802.0,226945087.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Brave,7.6,"Action, Biography, Drama",134.0,UA,2017,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridge of Spies,7.6,"Drama, History, Thriller",142.0,UA,2015,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Incredibles 2,7.6,"Animation, Action, Adventure",118.0,UA,2018,27.0,1243225667.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moana,7.6,"Animation, Adventure, Comedy",107.0,U,2016,172.0,643332467.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario,7.6,"Action, Crime, Drama",121.0,A,2015,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creed,7.6,"Drama, Sport",133.0,A,2015,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Leviafan,7.6,"Crime, Drama",140.0,R,2014,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hell or High Water,7.6,"Action, Crime, Drama",102.0,R,2016,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philomena,7.6,"Biography, Comedy, Drama",98.0,PG-13,2013,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Planet of the Apes,7.6,"Action, Adventure, Drama",130.0,UA,2014,146.0,710644566.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El cuerpo,7.6,"Mystery, Thriller",112.0,,2012,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Serbuan maut,7.6,"Action, Thriller",101.0,A,2011,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
End of Watch,7.6,"Action, Crime, Drama",109.0,A,2012,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kari-gurashi no Arietti,7.6,"Animation, Adventure, Family",94.0,U,2010,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Star Is Born,7.6,"Drama, Music, Romance",136.0,UA,2018,326.0,436433122.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
True Grit,7.6,"Drama, Western",110.0,PG-13,2010,705.0,252278285.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hævnen,7.6,"Drama, Romance",118.0,R,2010,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Despicable Me,7.6,"Animation, Comedy, Crime",95.0,U,2010,224.0,544174973.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50/50,7.6,"Comedy, Drama, Romance",100.0,R,2011,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kick-Ass,7.6,"Action, Comedy, Crime",117.0,UA,2010,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celda 211,7.6,"Action, Adventure, Crime",113.0,,2009,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moneyball,7.6,"Biography, Drama, Sport",133.0,PG-13,2011,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
La piel que habito,7.6,"Drama, Horror, Thriller",120.0,R,2011,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Zombieland,7.6,"Adventure, Comedy, Fantasy",88.0,A,2009,,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Die Welle,7.6,"Drama, Thriller",107.0,,2008,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes,7.6,"Action, Adventure, Mystery",128.0,PG-13,2009,243.0,524028679.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Blind Side,7.6,"Biography, Drama, Sport",129.0,UA,2009,556.0,309231694.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Visitor,7.6,Drama,104.0,PG-13,2007,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Pounds,7.6,Drama,123.0,UA,2008,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Promises,7.6,"Action, Crime, Drama",100.0,R,2007,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stardust,7.6,"Adventure, Family, Fantasy",127.0,U,2007,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Secret of Kells,7.6,"Animation, Adventure, Family",71.0,,2009,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Man,7.6,"Crime, Drama, Mystery",129.0,R,2006,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gone Baby Gone,7.6,"Crime, Drama, Mystery",114.0,R,2007,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La Vie En Rose,7.6,"Biography, Drama, Music",140.0,PG-13,2007,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Huo Yuan Jia,7.6,"Action, Biography, Drama",104.0,PG-13,2006,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Illusionist,7.6,"Drama, Fantasy, Mystery",110.0,U,2006,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Dead Man's Shoes,7.6,"Crime, Drama, Thriller",90.0,,2004,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Half-Blood Prince,7.6,"Action, Adventure, Family",153.0,UA,2009,71.0,941056063.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,7.6,"Action, Drama",117.0,A,2006,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Match Point,7.6,"Drama, Romance, Thriller",124.0,R,2005,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Watchmen,7.6,"Action, Drama, Mystery",162.0,A,2009,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lord of War,7.6,"Action, Crime, Drama",122.0,R,2005,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saw,7.6,"Horror, Mystery, Thriller",103.0,UA,2004,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"Synecdoche, New York",7.6,Drama,124.0,R,2008,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mysterious Skin,7.6,Drama,105.0,R,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeux d'enfants,7.6,"Comedy, Drama, Romance",93.0,R,2003,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Un long dimanche de fiançailles,7.6,"Drama, Mystery, Romance",133.0,U,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Station Agent,7.6,"Comedy, Drama",89.0,R,2003,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Grams,7.6,"Crime, Drama, Thriller",124.0,UA,2003,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Boksuneun naui geot,7.6,"Crime, Drama, Thriller",129.0,R,2002,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Finding Neverland,7.6,"Biography, Drama, Family",106.0,U,2004,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25th Hour,7.6,Drama,135.0,R,2002,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,7.6,"Drama, Sci-Fi, Thriller",113.0,U,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28 Days Later...,7.6,"Drama, Horror, Sci-Fi",113.0,A,2002,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Batoru rowaiaru,7.6,"Action, Adventure, Drama",114.0,,2000,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Royal Tenenbaums,7.6,"Comedy, Drama",110.0,A,2001,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y tu mamá también,7.6,Drama,106.0,A,2001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Sorcerer's Stone,7.6,"Adventure, Family, Fantasy",152.0,U,2001,52.0,1026428854.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Others,7.6,"Horror, Mystery, Thriller",101.0,PG-13,2001,891.0,210002906.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Blow,7.6,"Biography, Crime, Drama",124.0,R,2001,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy at the Gates,7.6,"Drama, History, War",131.0,A,2001,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Minority Report,7.6,"Action, Crime, Mystery",145.0,A,2002,450.0,358372926.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Hurricane,7.6,"Biography, Drama, Sport",146.0,R,1999,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
American Psycho,7.6,"Comedy, Crime, Drama",101.0,A,2000,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lola rennt,7.6,"Crime, Drama, Thriller",81.0,UA,1998,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Thin Red Line,7.6,"Drama, War",170.0,A,1998,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mulan,7.6,"Animation, Adventure, Family",88.0,U,1998,567.0,304320254.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear and Loathing in Las Vegas,7.6,"Adventure, Comedy, Drama",118.0,R,1998,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Games,7.6,"Crime, Drama, Thriller",108.0,A,1997,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dark City,7.6,"Mystery, Sci-Fi, Thriller",100.0,A,1998,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Sleepers,7.6,"Crime, Drama, Thriller",147.0,UA,1996,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lost Highway,7.6,"Mystery, Thriller",134.0,A,1997,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sense and Sensibility,7.6,"Drama, Romance",136.0,U,1995,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Die Hard: With a Vengeance,7.6,"Action, Adventure, Thriller",128.0,A,1995,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dead Man,7.6,"Adventure, Drama, Fantasy",121.0,R,1995,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bridges of Madison County,7.6,"Drama, Romance",135.0,A,1995,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trois couleurs: Blanc,7.6,"Comedy, Drama, Romance",92.0,U,1994,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Falling Down,7.6,"Action, Crime, Drama",113.0,R,1993,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dazed and Confused,7.6,Comedy,102.0,U,1993,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Cousin Vinny,7.6,"Comedy, Crime",120.0,UA,1992,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omohide poro poro,7.6,"Animation, Drama, Romance",118.0,U,1991,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Delicatessen,7.6,"Comedy, Crime",99.0,R,1991,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone,7.6,"Comedy, Family",103.0,U,1990,276.0,476684675.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Godfather: Part III,7.6,"Crime, Drama",162.0,A,1990,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When Harry Met Sally...,7.6,"Comedy, Drama, Romance",95.0,UA,1989,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Little Mermaid,7.6,"Animation, Family, Fantasy",83.0,U,1989,887.0,211343479.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Naked Gun: From the Files of Police Squad!,7.6,"Comedy, Crime",85.0,U,1988,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planes, Trains & Automobiles",7.6,"Comedy, Drama",93.0,U,1987,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lethal Weapon,7.6,"Action, Crime, Thriller",109.0,A,1987,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blood Simple,7.6,"Crime, Drama, Thriller",99.0,A,1984,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
On Golden Pond,7.6,Drama,109.0,UA,1981,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max 2,7.6,"Action, Adventure, Sci-Fi",96.0,A,1981,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Warriors,7.6,"Action, Crime, Thriller",92.0,UA,1979,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Muppet Movie,7.6,"Adventure, Comedy, Family",95.0,U,1979,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Alcatraz,7.6,"Action, Biography, Crime",112.0,A,1979,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watership Down,7.6,"Animation, Adventure, Drama",91.0,U,1978,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Express,7.6,"Biography, Crime, Drama",121.0,A,1978,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close Encounters of the Third Kind,7.6,"Drama, Sci-Fi",138.0,U,1977,562.0,306889114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Long Goodbye,7.6,"Comedy, Crime, Drama",112.0,A,1973,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giù la testa,7.6,"Drama, War, Western",157.0,PG,1971,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kelly's Heroes,7.6,"Adventure, Comedy, War",144.0,GP,1970,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Jungle Book,7.6,"Animation, Adventure, Family",78.0,U,1967,910.0,205843612.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blowup,7.6,"Drama, Mystery, Thriller",111.0,A,1966,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
A Hard Day's Night,7.6,"Comedy, Music, Musical",87.0,U,1964,,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Breakfast at Tiffany's,7.6,"Comedy, Drama, Romance",115.0,A,1961,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Giant,7.6,"Drama, Western",201.0,G,1956,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
From Here to Eternity,7.6,"Drama, Romance, War",118.0,Passed,1953,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lifeboat,7.6,"Drama, War",97.0,,1944,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The 39 Steps,7.6,"Crime, Mystery, Thriller",86.0,,1935,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
